query_id,post_id,grade,reason,model,seconds
c09,7543,0,No movie recommendations provided,qwen3.6-35b-a3b,4.41
c09,7794,0,No movie recommendations provided,qwen3.6-35b-a3b,6.00
c09,7778,0,No movie recommendations provided,qwen3.6-35b-a3b,5.09
c09,7575,0,No specific film recommendations provided,qwen3.6-35b-a3b,3.75
c09,7698,0,No movie recommendations provided,qwen3.6-35b-a3b,3.66
c09,7664,0,No specific film recommendations provided,qwen3.6-35b-a3b,3.87
c09,7682,0,No movie recommendations provided,qwen3.6-35b-a3b,3.75
c09,7620,0,No specific film recommendations provided,qwen3.6-35b-a3b,3.79
c09,7527,0,No movie recommendations provided,qwen3.6-35b-a3b,5.04
c09,2518,2,Lists Soviet films to watch,qwen3.6-35b-a3b,5.08
c09,6635,0,"Post is about Kill Bill, not Soviet cinema",qwen3.6-35b-a3b,8.72
c09,4023,2,Directly recommends Soviet cinema via magazine,qwen3.6-35b-a3b,10.53
c09,2611,1,"Discussion about Soviet cinema, not recommendations",qwen3.6-35b-a3b,6.92
c09,7946,0,"Review of American horror film, not Soviet cinema",qwen3.6-35b-a3b,7.96
c09,2502,1,Discusses Soviet cinema but is an event announcement,qwen3.6-35b-a3b,12.92
c09,3473,2,Recommends specific Soviet films to watch,qwen3.6-35b-a3b,7.70
c09,7746,0,No movie recommendations provided,qwen3.6-35b-a3b,4.03
c09,7714,0,No movie recommendations provided,qwen3.6-35b-a3b,3.90
c09,7590,0,No movie recommendations provided,qwen3.6-35b-a3b,3.39
c09,7605,0,No movie recommendations provided,qwen3.6-35b-a3b,3.39
c09,7495,0,No movie recommendations provided,qwen3.6-35b-a3b,4.61
c10,4839,2,Post features Matt Damon and his new film,qwen3.6-35b-a3b,6.45
c10,5427,2,Directly lists best Matt Damon films,qwen3.6-35b-a3b,5.31
c10,5514,0,"Post is about Spider-Man, not Matt Damon",qwen3.6-35b-a3b,7.62
c10,1843,0,"Post is about Leonardo DiCaprio, not Matt Damon",qwen3.6-35b-a3b,6.70
c10,6582,0,No mention of Matt Damon or his films,qwen3.6-35b-a3b,3.03
c10,6507,0,No mention of Matt Damon or his films,qwen3.6-35b-a3b,5.08
c10,6459,0,No mention of Matt Damon,qwen3.6-35b-a3b,3.39
c10,6571,1,"General stylish films, not Matt Damon specific",qwen3.6-35b-a3b,5.69
c10,6614,0,No mention of Matt Damon,qwen3.6-35b-a3b,4.49
c10,4489,0,"Post discusses Ruben Östlund, not Matt Damon",qwen3.6-35b-a3b,4.84
c10,5531,0,"Post is about Spider-Man, not Matt Damon",qwen3.6-35b-a3b,3.29
c10,6375,1,"General stylish films, not Matt Damon specific",qwen3.6-35b-a3b,4.17
c10,6409,0,No mention of Matt Damon,qwen3.6-35b-a3b,4.32
c10,11135,0,No mention of Matt Damon or his films,qwen3.6-35b-a3b,5.63
c10,4257,0,"Post is about John Hamm, not Matt Damon",qwen3.6-35b-a3b,4.91
c10,4664,0,No mention of Matt Damon or his films,qwen3.6-35b-a3b,4.78
c10,4779,0,"Post is about Marilyn Monroe, not Matt Damon",qwen3.6-35b-a3b,9.06
c10,13452,0,"Post is about AI, not Matt Damon films",qwen3.6-35b-a3b,8.59
c10,13360,0,"Post is about Soviet films, not Matt Damon",qwen3.6-35b-a3b,5.58
c10,5497,1,"Mentions Damon, but about his film choices",qwen3.6-35b-a3b,7.36
c10,18712,2,Directly mentions Matt Damon in a new film,qwen3.6-35b-a3b,11.24
c10,4610,2,Directly addresses Matt Damon films,qwen3.6-35b-a3b,9.55
c10,4659,2,Directly discusses Matt Damon films,qwen3.6-35b-a3b,5.87
c10,19232,2,Directly answers query about Matt Damon films,qwen3.6-35b-a3b,5.67
c10,5559,0,Mentions unrelated people named Damon,qwen3.6-35b-a3b,4.95
c10,5545,2,Directly lists Matt Damon films,qwen3.6-35b-a3b,4.53
c10,5447,2,Directly answers query about Matt Damon films,qwen3.6-35b-a3b,7.14
c10,5131,0,Wrong actor and director,qwen3.6-35b-a3b,5.60
c10,21665,2,Directly discusses Matt Damon's upcoming film,qwen3.6-35b-a3b,5.80
c10,18443,0,"Мэтт Смит, а не Мэтт Дэймон",qwen3.6-35b-a3b,6.38
c10,1762,0,"Post is a meme, not about movies",qwen3.6-35b-a3b,5.56
c10,5285,2,Shows Matt Damon as requested,qwen3.6-35b-a3b,3.71
c10,5017,0,"Post is about Ewan McGregor, not Matt Damon",qwen3.6-35b-a3b,7.14
c10,3769,0,"Мэтт Ривз, а не Мэтт Дэймон",qwen3.6-35b-a3b,13.61
c10,5640,2,Post lists Matt Damon in Nolan's film,qwen3.6-35b-a3b,8.74
c10,20245,0,No Matt Damon mentioned or shown,qwen3.6-35b-a3b,7.02
c10,6079,0,"Post is about Robert Pattinson, not Matt Damon",qwen3.6-35b-a3b,12.52
c10,2290,0,"Post is about a different film, not Matt Damon",qwen3.6-35b-a3b,13.38
c10,2696,0,"Post is about De Niro and Scorsese, not Damon",qwen3.6-35b-a3b,27.58
c10,19063,0,"Post is about Matt Reeves, not Matt Damon",qwen3.6-35b-a3b,32.89
c10,21890,0,"Post is about Arrietty, not Matt Damon films",qwen3.6-35b-a3b,19.03
c10,6796,0,No mention of Matt Damon,qwen3.6-35b-a3b,12.65
c10,5362,2,Directly discusses Matt Damon's new film,qwen3.6-35b-a3b,11.88
c10,3038,2,Post discusses Matt Damon's film Odyssey,qwen3.6-35b-a3b,11.03
c10,5083,2,Post mentions Matt Damon in context of his film,qwen3.6-35b-a3b,8.05
c10,2147,0,"Film stars Bruce Willis, not Matt Damon",qwen3.6-35b-a3b,7.06
c11,20244,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,5.06
c11,3853,0,No mention of Paul Dano,qwen3.6-35b-a3b,5.05
c11,20582,0,No mention of Paul Dano or the specific meme,qwen3.6-35b-a3b,8.04
c11,4673,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,4.01
c11,24707,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,5.48
c11,6754,0,"Post discusses Tarantino, not Paul Dano",qwen3.6-35b-a3b,6.05
c11,14660,0,"Post is about Medvedev, not Paul Dano or Tarantino",qwen3.6-35b-a3b,6.75
c11,4275,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,12.77
c11,14721,0,"Irrelevant political content, no Paul Dano or Tarantino",qwen3.6-35b-a3b,9.46
c11,4574,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,5.29
c11,11912,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,6.68
c11,3925,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,9.50
c11,2150,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,10.64
c11,2963,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,7.31
c11,5011,0,"Post is about Fast & Furious, not Paul Dano",qwen3.6-35b-a3b,6.97
c11,5575,0,"Post discusses Fincher, not Paul Dano.",qwen3.6-35b-a3b,5.92
c11,4998,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,5.18
c11,3763,0,No mention of Paul Dano,qwen3.6-35b-a3b,4.95
c11,13962,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,5.17
c11,5088,0,No mention of Paul Dano,qwen3.6-35b-a3b,4.99
c11,6002,2,Post shows Paul Dano as Tarantino meme,qwen3.6-35b-a3b,4.67
c11,18688,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,6.92
c11,7095,0,"Post is about film Motor City, not Paul Dano as Tarantino",qwen3.6-35b-a3b,8.50
c11,5685,0,"Post is about IT, not Paul Dano as Tarantino",qwen3.6-35b-a3b,7.75
c11,18488,0,"Post is about David Tennant, not Paul Dano",qwen3.6-35b-a3b,7.03
c11,5735,0,Wrong actor and character,qwen3.6-35b-a3b,4.06
c11,4369,0,"Post is about Anthony Bourdain biopic, not Paul Dano",qwen3.6-35b-a3b,5.81
c11,6113,0,"Post is about Sylvester Stallone, not Paul Dano or Tarantino",qwen3.6-35b-a3b,15.81
c11,4220,0,"Post is about Paolo Sorrentino's film, not Paul Dano.",qwen3.6-35b-a3b,10.51
c11,7088,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,6.86
c11,2731,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,6.51
c11,4302,0,"Post is about Al Pacino, not Paul Dano",qwen3.6-35b-a3b,7.34
c11,3754,0,"Post is about film Dau, not Paul Dano",qwen3.6-35b-a3b,7.18
c11,24882,0,"Post is about Dmitry Lysenkov, not Paul Dano",qwen3.6-35b-a3b,5.26
c11,6753,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,14.70
c11,6180,0,No mention of Paul Dano,qwen3.6-35b-a3b,14.14
c11,6742,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,8.38
c11,6638,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,12.64
c11,2928,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,13.32
c11,6733,0,"Post discusses Kill Bill plot, not Paul Dano",qwen3.6-35b-a3b,7.67
c11,5855,0,"Post is about Sergey Gorodnichiy, not Paul Dano",qwen3.6-35b-a3b,12.26
c11,4613,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,22.23
c11,6752,0,"Post discusses Kill Bill, not Paul Dano as Tarantino",qwen3.6-35b-a3b,24.21
c11,24708,0,No mention of Paul Dano or Tarantino role,qwen3.6-35b-a3b,17.26
c11,7154,0,"Post discusses Pattinson, not Dano or Tarantino",qwen3.6-35b-a3b,16.77
c11,9715,0,No mention of Paul Dano or Tarantino,qwen3.6-35b-a3b,18.65
c12,20666,1,Mentions Kratos but not the series casting,qwen3.6-35b-a3b,11.97
c12,5365,1,Mentions casting but no answer,qwen3.6-35b-a3b,3.77
c12,20641,0,"Post discusses game release, not TV series casting",qwen3.6-35b-a3b,10.26
c12,20852,2,Directly answers who plays Kratos,qwen3.6-35b-a3b,4.50
c12,19910,0,Does not mention the actor playing Kratos,qwen3.6-35b-a3b,6.56
c12,21304,2,Directly answers who plays Kratos,qwen3.6-35b-a3b,4.09
c12,18342,0,"Post discusses game news, not the series or actor.",qwen3.6-35b-a3b,5.83
c12,20431,2,Mentions Ryan Hurst plays Kratos,qwen3.6-35b-a3b,5.65
c12,19490,1,"Same franchise, but wrong topic",qwen3.6-35b-a3b,6.06
c12,20838,1,Related topic but wrong character,qwen3.6-35b-a3b,5.84
c12,21638,2,Identifies Dave Bautista as Kratos,qwen3.6-35b-a3b,6.13
c12,17990,0,"Post discusses Freya, not Kratos actor",qwen3.6-35b-a3b,5.73
c12,5578,2,Directly answers who plays Kratos,qwen3.6-35b-a3b,5.17
c12,4815,1,Mentions God of War but not the actor,qwen3.6-35b-a3b,5.23
c12,19776,0,"Post discusses release dates, not casting.",qwen3.6-35b-a3b,8.87
c12,5808,2,Directly answers who plays Kratos,qwen3.6-35b-a3b,7.42
c12,20851,1,Mentions God of War but not Kratos actor,qwen3.6-35b-a3b,7.27
c12,8771,0,"Meme about gameplay, not casting info",qwen3.6-35b-a3b,5.47
c12,8177,0,"Post is about religion, not God of War",qwen3.6-35b-a3b,7.06
c12,9146,0,Irrelevant content about animals and angels,qwen3.6-35b-a3b,4.54
c12,5627,2,Identifies Ryan Hurst as Kratos actor,qwen3.6-35b-a3b,6.63
c12,21312,0,"Post is about fan art, not the actor.",qwen3.6-35b-a3b,9.21
c12,17893,0,"Post is about The Last of Us, not God of War",qwen3.6-35b-a3b,13.63
c12,20390,0,"Post is about House of the Dragon, not God of War",qwen3.6-35b-a3b,14.23
c12,5491,0,"Post is about Cristiano Ronaldo, not God of War",qwen3.6-35b-a3b,12.14
c12,5866,0,"Post is about RoboCop, not God of War",qwen3.6-35b-a3b,14.60
c12,25498,0,Post is about a different series,qwen3.6-35b-a3b,14.68
c12,6181,0,No mention of God of War or Kratos,qwen3.6-35b-a3b,10.66
c12,20392,0,"Post is about Netflix series Below, not God of War",qwen3.6-35b-a3b,10.24
c13,4884,2,Directly shows Ridley Scott's new poster,qwen3.6-35b-a3b,10.47
c13,4154,2,Directly answers query about Ridley Scott,qwen3.6-35b-a3b,10.42
c13,20372,2,Directly answers query about Ridley Scott's new project,qwen3.6-35b-a3b,11.89
c13,18428,2,Directly answers query about Ridley Scott's new project,qwen3.6-35b-a3b,9.15
c13,2958,2,Lists Ridley Scott's upcoming projects,qwen3.6-35b-a3b,9.77
c13,21746,2,Directly answers query about Ridley Scott's news,qwen3.6-35b-a3b,11.27
c13,5884,2,Post discusses Ridley Scott's new film,qwen3.6-35b-a3b,7.21
c13,6006,2,Directly addresses Ridley Scott's new film,qwen3.6-35b-a3b,5.37
c13,4883,2,Directly answers the query about Ridley Scott's new project,qwen3.6-35b-a3b,5.76
c13,4153,2,Directly answers query about Ridley Scott's new project,qwen3.6-35b-a3b,7.25
c13,21458,2,Reviews of Ridley Scott's new film,qwen3.6-35b-a3b,7.62
c13,20078,1,"Mentions Ridley Scott, but not his news",qwen3.6-35b-a3b,7.05
c13,4119,2,Directly answers the query with new Ridley Scott film news,qwen3.6-35b-a3b,10.66
c13,7225,2,Post shows new Ridley Scott film trailer,qwen3.6-35b-a3b,10.05
c13,5594,2,Announces new Ridley Scott film,qwen3.6-35b-a3b,5.62
c13,20835,2,Directly addresses Ridley Scott's new projects,qwen3.6-35b-a3b,5.96
c13,5934,2,Reports on Ridley Scott's new film performance,qwen3.6-35b-a3b,5.95
c13,5201,2,Directly answers query about Ridley Scott's new projects,qwen3.6-35b-a3b,4.98
c13,4885,2,Directly addresses Ridley Scott's film production speed.,qwen3.6-35b-a3b,5.43
c13,19664,2,Directly answers query about Ridley Scott's new project,qwen3.6-35b-a3b,5.35
c13,5890,2,Directly answers the query about Ridley Scott's new project,qwen3.6-35b-a3b,9.09
c13,21446,2,Directly answers the query about Ridley Scott's new projects,qwen3.6-35b-a3b,10.80
c13,20423,0,"Post is about Rick and Morty, not Ridley Scott",qwen3.6-35b-a3b,6.13
c13,20606,0,"Post is about Scott Pilgrim, not Ridley Scott",qwen3.6-35b-a3b,5.29
c13,20693,0,"Post is about Rick and Morty, not Ridley Scott",qwen3.6-35b-a3b,4.84
c13,19292,0,"Post is about Rick and Morti, not Ridley Scott",qwen3.6-35b-a3b,3.15
c13,3807,1,Mentions Ridley Scott but focuses on past Oscar win,qwen3.6-35b-a3b,10.40
c13,7274,1,Mentions Ridley Scott only as director of The Martian,qwen3.6-35b-a3b,9.08
s01,18207,2,Post shows Artemis II lunar images,qwen3.6-35b-a3b,4.59
s01,18508,1,"Related Artemis II, but shows Earth, not Moon",qwen3.6-35b-a3b,4.58
s01,18157,0,"Post shows launch, not lunar images",qwen3.6-35b-a3b,5.63
s01,18030,0,"Text describes mission, not photos",qwen3.6-35b-a3b,6.16
s01,18158,0,"Post shows Earth, not the Moon.",qwen3.6-35b-a3b,5.17
s01,19693,0,"Post discusses Artemis III, not Artemis II",qwen3.6-35b-a3b,9.35
s01,18161,0,"Post shows Earth, not the Moon.",qwen3.6-35b-a3b,7.32
s01,12730,0,"Post is a conspiracy theory, not photos.",qwen3.6-35b-a3b,5.09
s01,12735,0,"Fake news, not actual Artemis II photos",qwen3.6-35b-a3b,8.29
s01,12758,0,"Post discusses conspiracy theory, not photos",qwen3.6-35b-a3b,9.60
s01,22435,0,"Text article, not lunar images",qwen3.6-35b-a3b,7.83
s01,18152,0,"Cosplay meme, not actual mission photos",qwen3.6-35b-a3b,5.16
s01,18115,0,"Post discusses launch, not photos",qwen3.6-35b-a3b,6.29
s01,22439,0,"Text only, no images provided",qwen3.6-35b-a3b,7.09
s01,22836,2,Post contains Artemis 2 lunar images,qwen3.6-35b-a3b,6.70
s01,18290,0,"Post recommends books, not photos.",qwen3.6-35b-a3b,5.31
s01,10514,1,Mentions Artemis II but no photos,qwen3.6-35b-a3b,5.69
s01,10604,0,"Post discusses UFOs, not Artemis II lunar images",qwen3.6-35b-a3b,9.61
s01,18212,0,Post explicitly states it is not from Artemis,qwen3.6-35b-a3b,7.02
s01,22442,0,"Text discusses launch, not lunar photos",qwen3.6-35b-a3b,5.57
s01,18560,2,Post shows photos from Artemis mission,qwen3.6-35b-a3b,8.69
s01,1619,0,"Image is fantasy art, not Artemis II photos",qwen3.6-35b-a3b,8.84
s01,22707,2,Post contains Artemis 2 photos of the Moon,qwen3.6-35b-a3b,7.79
s01,18221,1,"NASA photos, not Artemis II specific",qwen3.6-35b-a3b,6.47
s01,7223,2,Post contains photos from Artemis II mission,qwen3.6-35b-a3b,5.77
s01,18820,2,Post confirms release of Artemis 2 photos,qwen3.6-35b-a3b,5.40
s01,18179,0,"Post discusses a movie, not lunar images",qwen3.6-35b-a3b,5.37
s01,22674,0,"Shows Earth, not the Moon",qwen3.6-35b-a3b,5.79
s01,18170,1,Mentions Artemis II but focuses on meteorites,qwen3.6-35b-a3b,7.61
s01,22260,0,"Post is about Apollo 11, not Artemis II",qwen3.6-35b-a3b,8.15
s01,23925,0,"Post is about Falcon 9, not Artemis II",qwen3.6-35b-a3b,8.02
s01,22702,2,Post describes Artemis 2 lunar photos,qwen3.6-35b-a3b,10.30
s02,24635,2,Post lists Fantlab Book of the Year 2025 winners,qwen3.6-35b-a3b,10.97
s02,362,2,Announces 2025 Fantlab Book of the Year winners,qwen3.6-35b-a3b,8.87
s02,24628,2,Directly addresses the 2025 Fantlab Book of the Year contest,qwen3.6-35b-a3b,9.21
s02,1317,1,Mentions award but not 2025 winner,qwen3.6-35b-a3b,10.56
s02,1102,1,Mentions FantLab awards but not 2025 book,qwen3.6-35b-a3b,9.85
s02,17957,1,Mentions 2025 book award but different source,qwen3.6-35b-a3b,9.92
s02,20892,1,"Mentions 2025 book, but different award",qwen3.6-35b-a3b,11.85
s02,20365,0,"Post is about Marvel, not Fantlab awards",qwen3.6-35b-a3b,9.92
s02,341,2,Directly answers the query about Fantlab Book of the Year 2025,qwen3.6-35b-a3b,7.68
s02,21010,0,Не относится к Фантлабу или книге года,qwen3.6-35b-a3b,5.48
s02,24627,2,Directly addresses the 2025 Fantlab Book of the Year,qwen3.6-35b-a3b,5.83
s02,250,0,"Post is about an interview, not the award",qwen3.6-35b-a3b,3.50
s02,4349,0,"Post is about Dwayne Johnson, not Fantlab book award",qwen3.6-35b-a3b,8.21
s02,1302,0,"Post is about an artist, not the 2025 book award.",qwen3.6-35b-a3b,9.01
s02,25686,0,"Post is about publishing, not Fantlab awards",qwen3.6-35b-a3b,9.40
s02,21707,0,"Dragon Awards, not Fantlab",qwen3.6-35b-a3b,13.44
s02,5556,0,"Post is about Game of Thrones, not Fantlab 2025",qwen3.6-35b-a3b,5.64
s02,2672,0,"Post is about film, not Fantlab book award",qwen3.6-35b-a3b,15.21
s02,5200,0,"Post is about a movie, not a book award.",qwen3.6-35b-a3b,11.89
s02,18612,0,"Post is about a video game, not a book.",qwen3.6-35b-a3b,6.22
s02,361,2,Post announces Fantlab Book of the Year winner,qwen3.6-35b-a3b,10.13
s02,24607,0,"Podcast review, not the award list",qwen3.6-35b-a3b,15.52
s02,519,0,"Discusses Cervantes, not 2025 Fantlab book",qwen3.6-35b-a3b,11.30
s02,24634,2,Post discusses FantLab Book of the Year 2025,qwen3.6-35b-a3b,8.68
s02,5166,0,"Post discusses collaboration, not book awards.",qwen3.6-35b-a3b,13.70
s02,25786,1,"Mentions Fantlab award, but not 2025 book",qwen3.6-35b-a3b,12.71
s02,4046,0,No mention of Fantlab or 2025 award,qwen3.6-35b-a3b,7.64
s02,24954,0,"Mentions Ted Williams, not Fantlab",qwen3.6-35b-a3b,4.90
s02,18655,0,"Post discusses sci-fi films, not books.",qwen3.6-35b-a3b,5.69
s02,1044,0,"Post is about Hemingway, not Fantlab 2025 book",qwen3.6-35b-a3b,8.61
s02,19887,0,"Collider list, not Fantlab 2025",qwen3.6-35b-a3b,7.73
s02,25784,0,Not relevant to Fantlab book of the year,qwen3.6-35b-a3b,7.24
s02,25481,0,"Post discusses Roscon awards, not Fantlab.",qwen3.6-35b-a3b,8.97
s02,24924,0,"Post discusses 2024 books, not 2025 awards",qwen3.6-35b-a3b,11.04
s02,22271,0,"Post is about neuroscience, not Fantlab book awards.",qwen3.6-35b-a3b,12.42
s02,22113,0,"Post is about neuroscience, not Fantlab book awards",qwen3.6-35b-a3b,13.35
s02,6483,0,"Post discusses a film, not a book award.",qwen3.6-35b-a3b,14.28
s02,25621,0,"Post discusses AI plagiarism, not book awards",qwen3.6-35b-a3b,11.22
s02,765,0,"Post is a poster giveaway, not the book list",qwen3.6-35b-a3b,10.97
s02,24767,0,"Discusses Revizor award, not Fantlab",qwen3.6-35b-a3b,8.23
s02,1498,0,"Describes Fantlab Lab, not the main award",qwen3.6-35b-a3b,6.65
s02,813,0,"Post discusses comic anthology, not book of the year",qwen3.6-35b-a3b,10.77
s02,758,0,"Post discusses FantaLab logo history, not 2025 book award",qwen3.6-35b-a3b,9.30
s03,21642,2,Post announces the series release.,qwen3.6-35b-a3b,4.27
s03,19831,2,Post discusses the new series adaptation.,qwen3.6-35b-a3b,5.66
s03,7402,2,Post discusses the specified series,qwen3.6-35b-a3b,9.49
s03,25653,2,Post discusses the TV series adaptation of the book.,qwen3.6-35b-a3b,8.77
s03,24644,2,Directly addresses the 1989 adaptation of the book.,qwen3.6-35b-a3b,7.78
s03,21692,2,Directly discusses the requested series,qwen3.6-35b-a3b,4.91
s03,13618,2,Directly mentions the series 'Трудно быть богом',qwen3.6-35b-a3b,8.15
s03,25498,2,Shows frames from the requested series,qwen3.6-35b-a3b,4.03
s03,7224,1,"Mentions authors and title, but not the series",qwen3.6-35b-a3b,7.03
s03,24778,1,Mentions series but focuses on comparison,qwen3.6-35b-a3b,5.48
s03,1460,2,Post discusses the new series adaptation,qwen3.6-35b-a3b,3.87
s03,20246,2,Post announces trailer for the requested series,qwen3.6-35b-a3b,5.33
s03,21228,2,Post announces trailer for the requested series,qwen3.6-35b-a3b,5.39
s03,25311,2,Directly discusses the requested series.,qwen3.6-35b-a3b,4.80
s03,25840,2,Post discusses the upcoming series adaptation.,qwen3.6-35b-a3b,4.18
s03,25891,2,Directly mentions the series and its characters.,qwen3.6-35b-a3b,4.38
s03,7399,2,Post discusses the series and its characters.,qwen3.6-35b-a3b,3.33
s03,25907,2,Post discusses the 2026 adaptation of the series.,qwen3.6-35b-a3b,6.56
s03,7834,2,"Post mentions the film ""Трудно быть Богом""",qwen3.6-35b-a3b,6.39
s03,20263,2,Post mentions the new series adaptation,qwen3.6-35b-a3b,13.32
s03,7377,2,Trailer for the requested series,qwen3.6-35b-a3b,9.14
s03,24899,2,Post discusses the series and book directly,qwen3.6-35b-a3b,10.17
s03,25913,2,Post discusses the requested series adaptation,qwen3.6-35b-a3b,8.50
s03,25951,2,Post discusses the TV series adaptation of the book.,qwen3.6-35b-a3b,23.44
s03,25457,0,"Post discusses book cover, not TV series",qwen3.6-35b-a3b,19.52
s03,4047,2,Directly addresses the series adaptation of Strugatsky's novel,qwen3.6-35b-a3b,24.17
s03,25807,2,Post discusses the requested series adaptation.,qwen3.6-35b-a3b,21.45
s03,7300,2,Directly discusses the requested series adaptation.,qwen3.6-35b-a3b,22.13
s03,25932,2,Post discusses the series adaptation.,qwen3.6-35b-a3b,22.13
s03,25959,2,Directly discusses the requested series,qwen3.6-35b-a3b,20.81
s03,25915,2,Directly discusses the novel and its context.,qwen3.6-35b-a3b,20.67
s04,7398,1,"General Star Trek info, not podcast episodes",qwen3.6-35b-a3b,10.42
s04,18064,2,Post explicitly mentions Star Trek podcast episodes,qwen3.6-35b-a3b,9.88
s04,19648,0,"Post is about a game, not the podcast",qwen3.6-35b-a3b,8.03
s04,19627,0,"Post is about a game, not a podcast",qwen3.6-35b-a3b,8.09
s04,18982,0,No mention of Star Trek in post,qwen3.6-35b-a3b,9.21
s04,21896,0,No mention of Star Trek,qwen3.6-35b-a3b,9.69
s04,24984,0,"Post is about Leonard Nimoy, not the podcast",qwen3.6-35b-a3b,9.94
s04,18141,2,Post explicitly mentions Star Trek podcast episode,qwen3.6-35b-a3b,9.66
s04,20013,0,"Post is about a movie, not a podcast",qwen3.6-35b-a3b,7.91
s04,19317,0,"Post is about Star Wars, not Star Trek",qwen3.6-35b-a3b,8.04
s04,5064,0,"Post discusses other movies, not Star Trek",qwen3.6-35b-a3b,7.90
s04,4242,0,"Post is about Battlefield movie, not Star Trek",qwen3.6-35b-a3b,7.87
s04,19778,2,Post discusses Star Trek episodes of the podcast,qwen3.6-35b-a3b,9.90
s04,18737,0,"Post is about Andy Weir, not Star Trek",qwen3.6-35b-a3b,9.95
s04,5705,0,"Post is about Star Wars, not Star Trek",qwen3.6-35b-a3b,9.61
s04,18835,0,"Post discusses Gravity Falls, not Star Trek",qwen3.6-35b-a3b,10.04
s04,16864,0,Unrelated marketplace review meme,qwen3.6-35b-a3b,8.88
s04,20699,0,"Post discusses Mortal Kombat, not Star Trek",qwen3.6-35b-a3b,8.51
s04,21726,0,"Post discusses 90s cartoons and Spider-Man, not Star Trek",qwen3.6-35b-a3b,9.02
s04,20785,0,"Post is about D&D, not Star Trek podcast",qwen3.6-35b-a3b,9.67
s04,18513,2,Post announces new Star Trek podcast episode,qwen3.6-35b-a3b,10.09
s04,21204,0,"Post is about Lovecraft and Doctor Who, not Star Trek",qwen3.6-35b-a3b,11.00
s04,18204,2,Post mentions Star Trek podcast episodes,qwen3.6-35b-a3b,4.86
s04,21025,0,"Post discusses Doctor Who, not Star Trek",qwen3.6-35b-a3b,3.96
s04,24880,0,Podcast name does not match query,qwen3.6-35b-a3b,3.75
s04,24607,0,"Post is about ФантКаст, not Star Trek",qwen3.6-35b-a3b,5.36
s04,18351,0,"Post is about detective games, not Star Trek",qwen3.6-35b-a3b,5.58
s04,19912,0,No mention of Star Trek in the post,qwen3.6-35b-a3b,6.11
s04,18674,2,Post announces new Star Trek podcast episodes,qwen3.6-35b-a3b,5.82
s04,19299,0,"Post discusses Doctor Who and Shrek, not Star Trek",qwen3.6-35b-a3b,9.11
s04,17915,0,No mention of Star Trek in the post,qwen3.6-35b-a3b,4.46
s04,19415,0,"Post is about Soviet sci-fi, not Star Trek",qwen3.6-35b-a3b,7.33
s04,20348,0,"Post discusses retro gaming and Amber, not Star Trek",qwen3.6-35b-a3b,7.58
s04,21391,0,"Post is about Lovecraft, not Star Trek",qwen3.6-35b-a3b,6.80
s04,21403,0,"Post is about horror, not Star Trek",qwen3.6-35b-a3b,5.68
s04,22746,0,"Post is about N+1 podcast, not Star Trek",qwen3.6-35b-a3b,4.56
s04,23045,0,"Post is about Chengdu, not Star Trek",qwen3.6-35b-a3b,5.83
s04,19138,0,"Post discusses Shrek, not Star Trek",qwen3.6-35b-a3b,6.87
s04,19663,0,"Post discusses Roger Zelazny and James Bond, not Star Trek",qwen3.6-35b-a3b,7.27
s04,20849,0,"Post is about Doctor Who, not Star Trek",qwen3.6-35b-a3b,7.19
s04,20190,0,"Post discusses Babylon 5 and Gothic, not Star Trek",qwen3.6-35b-a3b,7.50
s04,21579,0,No mention of Star Trek,qwen3.6-35b-a3b,4.05
s04,20503,0,"Post is about Mortal Kombat, not Star Trek",qwen3.6-35b-a3b,6.74
s04,24756,1,"Podcast about Green and Lovecraft, not Star Trek",qwen3.6-35b-a3b,6.74
s05,21752,2,Directly answers the query about the remake,qwen3.6-35b-a3b,2.85
s05,19678,2,Directly confirms the Switch 2 remake,qwen3.6-35b-a3b,3.81
s05,21750,2,Post directly addresses the query topic,qwen3.6-35b-a3b,3.59
s05,18012,1,Mentions remake but not for Switch 2,qwen3.6-35b-a3b,4.16
s05,21753,1,Mentions remake but not Switch 2,qwen3.6-35b-a3b,4.49
