query_id,post_id,found_by
c09,21728,bm25:full@19
c09,11735,bm25:full@20
c09,5315,dense:full@1 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3
c09,7683,dense:full@4 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@7 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@7
c09,7730,dense:full@5 hybrid+rerank:full@17
c09,7463,dense:full@6 hybrid+rerank:text_ocr_caption@8
c09,7431,dense:full@7 hybrid+rerank:text@10
c09,7762,dense:full@8 hybrid+rerank:full@14
c09,7413,dense:full@9 hybrid+rerank:full@20
c09,7447,dense:full@10
c09,7559,dense:full@11 hybrid+rerank:full@10 hybrid+rerank:text_ocr_caption@10
c09,7543,dense:full@12
c09,7794,dense:full@13 hybrid+rerank:full@12
c09,7778,dense:full@14
c09,7575,dense:full@15
c09,7698,dense:full@16 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9 hybrid:full@9 hybrid:text_ocr_caption@9
c09,7664,dense:full@17 hybrid:text@9
c09,7682,dense:full@18 hybrid+rerank:full@13
c09,7620,dense:full@19 hybrid+rerank:full@18 hybrid+rerank:text@8
c09,7527,dense:full@20 hybrid+rerank:full@19
c09,2518,hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
c09,6635,hybrid:full@6 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@6 sparse:full@4
c09,4023,hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@6
c09,2611,sparse:full@8
c09,7946,sparse:full@9
c09,2502,hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
c09,3473,hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3
c09,7746,hybrid+rerank:full@8
c09,7714,hybrid+rerank:full@9
c09,7590,hybrid+rerank:full@11 hybrid:text_ocr@9
c09,7605,hybrid+rerank:full@15
c09,7495,hybrid+rerank:full@16
c10,4839,bm25:full@1 dense:full@14 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
c10,5427,bm25:full@2 dense:full@1 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@4
c10,5514,bm25:full@3
c10,1843,bm25:full@4
c10,6582,bm25:full@5
c10,6507,bm25:full@6
c10,6459,bm25:full@7
c10,6571,bm25:full@8
c10,6614,bm25:full@9
c10,4489,bm25:full@10
c10,5531,bm25:full@11
c10,6375,bm25:full@12
c10,6409,bm25:full@13
c10,11135,bm25:full@14
c10,4257,bm25:full@15
c10,4664,bm25:full@16
c10,4779,bm25:full@17
c10,13452,bm25:full@18
c10,13360,bm25:full@19
c10,5497,bm25:full@20 dense:full@9 hybrid+rerank:full@11
c10,18712,dense:full@2 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@5 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@5 sparse:full@8
c10,4610,dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@6 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@6
c10,4659,dense:full@4 hybrid+rerank:full@13 hybrid:full@4 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@4 sparse:full@3
c10,19232,dense:full@5 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@2
c10,5559,dense:full@6 hybrid:full@10 hybrid:text_ocr_caption@10
c10,5545,dense:full@7 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
c10,5447,dense:full@8 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
c10,5131,dense:full@10
c10,21665,dense:full@11 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3
c10,18443,dense:full@12 hybrid+rerank:full@20
c10,1762,dense:full@13 hybrid+rerank:full@16 hybrid:text@6 hybrid:text_ocr@6
c10,5285,dense:full@15 hybrid+rerank:full@15
c10,5017,dense:full@16
c10,3769,dense:full@17
c10,5640,dense:full@18 hybrid+rerank:full@12
c10,20245,dense:full@19 hybrid+rerank:full@17
c10,6079,dense:full@20
c10,2290,hybrid:full@8 hybrid:text@8 hybrid:text_ocr@9 hybrid:text_ocr_caption@8 sparse:full@5
c10,2696,hybrid+rerank:full@18 hybrid:full@7 hybrid:text@9 hybrid:text_ocr@8 hybrid:text_ocr_caption@7 sparse:full@6
c10,19063,hybrid:full@9 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@9 sparse:full@7
c10,21890,sparse:full@9
c10,6796,sparse:full@10
c10,5362,hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
c10,3038,hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9
c10,5083,hybrid+rerank:full@14
c10,2147,hybrid+rerank:full@19
c11,20244,bm25:full@1
c11,3853,bm25:full@2 dense:full@1 hybrid+rerank:full@7 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@7 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@2
c11,20582,bm25:full@3 hybrid:full@9 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@9 sparse:full@4
c11,4673,bm25:full@4 dense:full@9 hybrid:text@9
c11,24707,bm25:full@5 dense:full@4 hybrid+rerank:full@15 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5
c11,6754,bm25:full@6
c11,14660,bm25:full@7
c11,4275,bm25:full@8 dense:full@20 hybrid+rerank:full@18 sparse:full@9
c11,14721,bm25:full@9
c11,4574,bm25:full@10
c11,11912,bm25:full@11
c11,3925,bm25:full@12 hybrid+rerank:full@20
c11,2150,bm25:full@13
c11,2963,bm25:full@14 dense:full@19 hybrid+rerank:full@9 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@9 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
c11,5011,bm25:full@15
c11,5575,bm25:full@16 hybrid+rerank:full@14 sparse:full@8
c11,4998,bm25:full@17
c11,3763,bm25:full@18 dense:full@3 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@4 hybrid:text_ocr_caption@3 sparse:full@3
c11,13962,bm25:full@19
c11,5088,bm25:full@20
c11,6002,dense:full@2 hybrid+rerank:full@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@4 hybrid:text_ocr@3 hybrid:text_ocr_caption@4
c11,18688,dense:full@5 hybrid:full@7 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@7
c11,7095,dense:full@6 hybrid+rerank:full@3 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@3 hybrid:full@6 hybrid:text@4 hybrid:text_ocr_caption@6 sparse:full@10
c11,5685,dense:full@7
c11,18488,dense:full@8
c11,5735,dense:full@10
c11,4369,dense:full@11
c11,6113,dense:full@12
c11,4220,dense:full@13
c11,7088,dense:full@14
c11,2731,dense:full@15 hybrid+rerank:full@10 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@10 hybrid:full@8 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@8 sparse:full@6
c11,4302,dense:full@16
c11,3754,dense:full@17 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
c11,24882,dense:full@18
c11,6753,hybrid+rerank:full@4 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@4 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@5
c11,6180,sparse:full@7
c11,6742,hybrid+rerank:full@2 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@2
c11,6638,hybrid+rerank:full@6 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@6
c11,2928,hybrid+rerank:full@8 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@8
c11,6733,hybrid+rerank:full@11 hybrid+rerank:text@9
c11,5855,hybrid+rerank:full@12
c11,4613,hybrid+rerank:full@13
c11,6752,hybrid+rerank:full@16
c11,24708,hybrid+rerank:full@17
c11,7154,hybrid+rerank:full@19
c11,9715,hybrid:text_ocr@9
c12,20666,bm25:full@1 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8
c12,5365,bm25:full@2 dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@4 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@4
c12,20641,bm25:full@3 dense:full@14 hybrid+rerank:full@13 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@8 hybrid:text_ocr_caption@9 sparse:full@8
c12,20852,bm25:full@4 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@2 sparse:full@2
c12,19910,bm25:full@5 dense:full@13 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9 sparse:full@10
c12,21304,bm25:full@6 dense:full@4 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@3 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@3
c12,18342,bm25:full@7 dense:full@9 hybrid+rerank:full@11 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@9 hybrid:text_ocr_caption@8 sparse:full@9
c12,20431,bm25:full@8 dense:full@7 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@7 hybrid:text@6 hybrid:text_ocr@5 hybrid:text_ocr_caption@6 sparse:full@6
c12,19490,bm25:full@9 dense:full@19 hybrid+rerank:full@17
c12,20838,bm25:full@10 dense:full@10 hybrid+rerank:full@16
c12,21638,bm25:full@11 dense:full@11 hybrid+rerank:full@12 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
c12,17990,bm25:full@12 dense:full@12 hybrid+rerank:full@14
c12,5578,bm25:full@13 dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@2 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@1 sparse:full@1
c12,4815,bm25:full@14
c12,19776,bm25:full@15 hybrid+rerank:full@15
c12,5808,bm25:full@16 dense:full@5 hybrid+rerank:full@5 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@5 hybrid:full@5 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@5 sparse:full@5
c12,20851,bm25:full@17
c12,8771,bm25:full@18
c12,8177,bm25:full@19
c12,9146,bm25:full@20
c12,5627,dense:full@6 hybrid+rerank:full@6 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@6 hybrid:full@6 hybrid:text@5 hybrid:text_ocr@6 hybrid:text_ocr_caption@7 sparse:full@7
c12,21312,dense:full@8 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
c12,17893,dense:full@15
c12,20390,dense:full@16
c12,5491,dense:full@17
c12,5866,dense:full@18 hybrid+rerank:full@20
c12,25498,dense:full@20
c12,6181,hybrid+rerank:full@18
c12,20392,hybrid+rerank:full@19
c13,4884,bm25:full@1 hybrid+rerank:full@18
c13,4154,bm25:full@2 dense:full@10 hybrid+rerank:full@19
c13,20372,bm25:full@3 dense:full@3 hybrid+rerank:full@8 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@8 hybrid:full@6 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@6
c13,18428,bm25:full@4 dense:full@9 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5
c13,2958,bm25:full@5 dense:full@7 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@2
c13,21746,bm25:full@6 hybrid+rerank:full@14 hybrid:full@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@5
c13,5884,bm25:full@7 dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@2 hybrid:text_ocr_caption@3 sparse:full@4
c13,6006,bm25:full@8 dense:full@12 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@3 hybrid:text_ocr_caption@2 sparse:full@1
c13,4883,bm25:full@9 dense:full@14 hybrid+rerank:full@11
c13,4153,bm25:full@10 dense:full@4 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@5 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@5 sparse:full@9
c13,21458,bm25:full@11 dense:full@19 hybrid+rerank:full@9 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@9 sparse:full@8
c13,20078,bm25:full@12
c13,4119,bm25:full@13 dense:full@17 hybrid+rerank:full@20 sparse:full@10
c13,7225,bm25:full@14 hybrid+rerank:full@16
c13,5594,bm25:full@15 dense:full@18 hybrid+rerank:full@15 hybrid:text@8 hybrid:text_ocr@9
c13,20835,bm25:full@16
c13,5934,bm25:full@17 dense:full@15 hybrid+rerank:full@13 hybrid:full@9 hybrid:text_ocr_caption@9 sparse:full@6
c13,5201,bm25:full@18 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@3
c13,4885,bm25:full@19 dense:full@6 hybrid:full@8 hybrid:text@9 hybrid:text_ocr@8 hybrid:text_ocr_caption@8
c13,19664,bm25:full@20 hybrid+rerank:full@12
c13,5890,dense:full@5 hybrid+rerank:full@10 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@10 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
c13,21446,dense:full@8 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:text@10
c13,20423,dense:full@11
c13,20606,dense:full@13
c13,20693,dense:full@16
c13,19292,dense:full@20
c13,3807,sparse:full@7
c13,7274,hybrid+rerank:full@17
s01,18207,bm25:full@1 dense:full@7 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@5 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@5 sparse:full@3
s01,18508,bm25:full@2 dense:full@10
s01,18157,bm25:full@3 dense:full@2 hybrid+rerank:full@12 hybrid:full@3 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@3 sparse:full@5
s01,18030,bm25:full@4 dense:full@18 hybrid+rerank:full@13 hybrid:full@7 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@7 sparse:full@4
s01,18158,bm25:full@5 dense:full@1 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@1 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@1 sparse:full@9
s01,19693,bm25:full@6
s01,18161,bm25:full@7 hybrid+rerank:full@18
s01,12730,bm25:full@8 dense:full@13 hybrid+rerank:full@20
s01,12735,bm25:full@9
s01,12758,bm25:full@10
s01,22435,bm25:full@11 dense:full@14 hybrid+rerank:full@10 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@10 hybrid:full@2 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@2 sparse:full@1
s01,18152,bm25:full@12
s01,18115,bm25:full@13 dense:full@9 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@7
s01,22439,bm25:full@14 dense:full@11 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@2
s01,22836,bm25:full@15 dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@6 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@6 sparse:full@10
s01,18290,bm25:full@16
s01,10514,bm25:full@17 dense:full@16 hybrid+rerank:full@9 hybrid+rerank:text_ocr_caption@9 hybrid:full@10 hybrid:text_ocr_caption@10 sparse:full@6
s01,10604,bm25:full@18
s01,18212,bm25:full@19 dense:full@5 hybrid:full@8 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@8
s01,22442,bm25:full@20
s01,18560,dense:full@4 hybrid+rerank:full@19
s01,1619,dense:full@6 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:text@2 hybrid:text_ocr@2
s01,22707,dense:full@8 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2
s01,18221,dense:full@12 hybrid+rerank:full@11 hybrid+rerank:text@10
s01,7223,dense:full@15 hybrid+rerank:full@14
s01,18820,dense:full@17 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7
s01,18179,dense:full@19
s01,22674,dense:full@20 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8
s01,18170,sparse:full@8
s01,22260,hybrid+rerank:full@15
s01,23925,hybrid+rerank:full@16
s01,22702,hybrid+rerank:full@17
s02,24635,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
s02,362,bm25:full@2 dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@2
s02,24628,bm25:full@3 dense:full@3 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@3
s02,1317,bm25:full@4
s02,1102,bm25:full@5
s02,17957,bm25:full@6 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8 sparse:full@6
s02,20892,bm25:full@7 dense:full@17 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@10
s02,20365,bm25:full@8
s02,341,bm25:full@9 dense:full@5 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@7 hybrid:text@6 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
s02,21010,bm25:full@10
s02,24627,bm25:full@11 dense:full@6 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9
s02,250,bm25:full@12
s02,4349,bm25:full@13
s02,1302,bm25:full@14
s02,25686,bm25:full@15
s02,21707,bm25:full@16
s02,5556,bm25:full@17
s02,2672,bm25:full@18
s02,5200,bm25:full@19
s02,18612,bm25:full@20
s02,361,dense:full@4 hybrid+rerank:full@17 hybrid:full@6 hybrid:text@5 hybrid:text_ocr@6 hybrid:text_ocr_caption@6
s02,24607,dense:full@7 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@4
s02,519,dense:full@8 hybrid+rerank:full@14
s02,24634,dense:full@9 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6
s02,5166,dense:full@10 hybrid:full@5 hybrid:text@7 hybrid:text_ocr@5 hybrid:text_ocr_caption@5 sparse:full@7
s02,25786,dense:full@11 hybrid+rerank:full@11
s02,4046,dense:full@12
s02,24954,dense:full@13
s02,18655,dense:full@14
s02,1044,dense:full@15 hybrid+rerank:full@19
s02,19887,dense:full@16
s02,25784,dense:full@18
s02,25481,dense:full@19 hybrid+rerank:full@13
s02,24924,dense:full@20
s02,22271,hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@5
s02,22113,sparse:full@8
s02,6483,sparse:full@9
s02,25621,hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s02,765,hybrid+rerank:full@12
s02,24767,hybrid+rerank:full@15
s02,1498,hybrid+rerank:full@16
s02,813,hybrid+rerank:full@18
s02,758,hybrid+rerank:full@20
s03,21642,bm25:full@1 dense:full@1 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@2
s03,19831,bm25:full@2 hybrid+rerank:full@19
s03,7402,bm25:full@3 dense:full@9
s03,25653,bm25:full@4 dense:full@16 hybrid+rerank:full@20
s03,24644,bm25:full@5 hybrid+rerank:full@17
s03,21692,bm25:full@6 dense:full@2 hybrid+rerank:full@2 hybrid+rerank:text@2 hybrid+rerank:text_ocr_caption@2 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@8
s03,13618,bm25:full@7 dense:full@20
s03,25498,bm25:full@8 dense:full@11
s03,7224,bm25:full@9 hybrid+rerank:full@13
s03,24778,bm25:full@10
s03,1460,bm25:full@11 dense:full@10
s03,20246,bm25:full@12 dense:full@4 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8 hybrid:full@8 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@8 sparse:full@10
s03,21228,bm25:full@13 dense:full@3 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@5 hybrid:text@5 hybrid:text_ocr@5 hybrid:text_ocr_caption@5 sparse:full@9
s03,25311,bm25:full@14 dense:full@14
s03,25840,bm25:full@15 hybrid+rerank:full@18
s03,25891,bm25:full@16
s03,7399,bm25:full@17
s03,25907,bm25:full@18
s03,7834,bm25:full@19
s03,20263,bm25:full@20 hybrid+rerank:full@10 hybrid+rerank:text@10 hybrid+rerank:text_ocr_caption@10
s03,7377,dense:full@5 hybrid+rerank:full@15 hybrid:full@6 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@7 sparse:full@6
s03,24899,dense:full@6 hybrid+rerank:full@9 hybrid+rerank:text@9 hybrid+rerank:text_ocr_caption@9 hybrid:full@7 hybrid:text@6 hybrid:text_ocr@6 hybrid:text_ocr_caption@6 sparse:full@5
s03,25913,dense:full@7 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@3
s03,25951,dense:full@8 hybrid+rerank:full@12
s03,25457,dense:full@12 hybrid+rerank:full@11
s03,4047,dense:full@13 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2 sparse:full@1
s03,25807,dense:full@15 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10 sparse:full@7
s03,7300,dense:full@17 hybrid+rerank:full@7 hybrid+rerank:text@7 hybrid+rerank:text_ocr_caption@7 hybrid:full@9 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@9 sparse:full@4
s03,25932,dense:full@18
s03,25959,dense:full@19 hybrid+rerank:full@16
s03,25915,hybrid+rerank:full@14
s04,7398,bm25:full@1 dense:full@15
s04,18064,bm25:full@2 dense:full@3 hybrid+rerank:full@1 hybrid+rerank:text@1 hybrid+rerank:text_ocr_caption@1 hybrid:full@1 hybrid:text@1 hybrid:text_ocr@1 hybrid:text_ocr_caption@1 sparse:full@1
s04,19648,bm25:full@3
s04,19627,bm25:full@4
s04,18982,bm25:full@5 dense:full@19 hybrid+rerank:full@3 hybrid+rerank:text@3 hybrid+rerank:text_ocr_caption@3
s04,21896,bm25:full@6 dense:full@13 hybrid+rerank:full@11 hybrid:full@8 hybrid:text@8 hybrid:text_ocr@8 hybrid:text_ocr_caption@8 sparse:full@6
s04,24984,bm25:full@7
s04,18141,bm25:full@8
s04,20013,bm25:full@9
s04,19317,bm25:full@10
s04,5064,bm25:full@11 hybrid:full@9 hybrid:text@9 hybrid:text_ocr@9 hybrid:text_ocr_caption@9 sparse:full@5
s04,4242,bm25:full@12
s04,19778,bm25:full@13 dense:full@14 hybrid+rerank:full@8 hybrid+rerank:text@8 hybrid+rerank:text_ocr_caption@8
s04,18737,bm25:full@14
s04,5705,bm25:full@15
s04,18835,bm25:full@16 hybrid+rerank:full@19
s04,16864,bm25:full@17
s04,20699,bm25:full@18
s04,21726,bm25:full@19 dense:full@16
s04,20785,bm25:full@20
s04,18513,dense:full@1 hybrid+rerank:full@4 hybrid+rerank:text@4 hybrid+rerank:text_ocr_caption@4 hybrid:full@2 hybrid:text@2 hybrid:text_ocr@2 hybrid:text_ocr_caption@2
s04,21204,dense:full@2 hybrid+rerank:full@5 hybrid+rerank:text@5 hybrid+rerank:text_ocr_caption@5 hybrid:full@3 hybrid:text@3 hybrid:text_ocr@3 hybrid:text_ocr_caption@3 sparse:full@10
s04,18204,dense:full@4 hybrid:full@7 hybrid:text@7 hybrid:text_ocr@7 hybrid:text_ocr_caption@7
s04,21025,dense:full@5 hybrid:full@4 hybrid:text@4 hybrid:text_ocr@4 hybrid:text_ocr_caption@4 sparse:full@3
s04,24880,dense:full@6
s04,24607,dense:full@7
s04,18351,dense:full@8 hybrid+rerank:full@13 hybrid:full@10 hybrid:text@10 hybrid:text_ocr@10 hybrid:text_ocr_caption@10
s04,19912,dense:full@9
s04,18674,dense:full@10 hybrid+rerank:full@6 hybrid+rerank:text@6 hybrid+rerank:text_ocr_caption@6
